subject,body,label,source,data_type,sample_id,generation_timestamp,source_file,file_index,umap_x,umap_y,hover_text
Notice: Scheduled Network Upgrade and Downtime,"Dear Staff,

Please be advised that our network infrastructure will undergo an upgrade on Sunday, June 28, 2025, from 2:00 AM to 6:00 AM.

During this period, network access may be intermittent. This upgrade aims to improve bandwidth and security.

For support or inquiries, contact network.admin@corporate-example.com.

Thank you for your cooperation.

Best,
Linda Carter
Network Administrator
",0,Ling,Synthetic,ben_367_4,1750533048.0423985,phishing and social engineering via deceptive email content_scale.json,0.0,11.550675,14.436925,"Data Type: Synthetic<br>Label: 0<br>Subject: Notice: Scheduled Network Upgrade and Downtime...<br>Body: Dear Staff,

Please be advised that our network infrastructure will undergo an upgrade on Sunday, Ju..."
"Urgent: Final Notice to Claim Your $3,200,000 Inheritance Today!","Dear Beneficiary,

I am Mr. Philip Harrington, senior executor of the estate of the late Mr. Arthur Langley, who tragically passed away without a direct heir. An unclaimed inheritance of $3,200,000 USD remains frozen under legal custody.

Your trust and cooperation are vital to transfer these funds securely. Kindly contact me immediately at philip.harrington.exec@protonmail.com to initiate the confidential process.

Please visit http://secure-estate-transfer7.biz/claim-now for more details.

Note: Time is of the essence as legal deadlines approach.

Best regards,
Philip Harrington
Senior Executor
",1,Enron,Synthetic,mal_202_0,1750532848.8844953,phishing and social engineering via deceptive email content_scale.json,0.0,-4.4361877,-0.093262084,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Final Notice to Claim Your $3,200,000 Inhe...<br>Body: Dear Beneficiary,

I am Mr. Philip Harrington, senior executor of the estate of the late Mr. Arthur ..."
"Urgent: Final Notice to Claim Your $3,750,000 Inheritance Today!","Dear Beneficiary,

I am Mr. Thomas Blake, Senior Executor of the estate of the late Mr. Arthur Langston, who recently passed away leaving an unclaimed inheritance totaling $3,750,000 USD. Due to the absence of any direct heirs, we require a trustworthy partner to assist with the secure transfer of these funds.

Please contact me urgently at thomas.blake.executor@freemailservice.org to begin the legal process. Confidentiality is paramount.

For verification, visit http://secure-transfer7.biz/claimnow

Failure to respond within 48 hours will result in forfeiture of your claim.

Best regards,
Thomas Blake
Senior Executor
",1,Enron,Synthetic,mal_105_0,1750532740.267818,phishing and social engineering via deceptive email content_scale.json,0.0,-4.284476,-0.17708752,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Final Notice to Claim Your $3,750,000 Inhe...<br>Body: Dear Beneficiary,

I am Mr. Thomas Blake, Senior Executor of the estate of the late Mr. Arthur Langs..."
"Urgent: Final Notice to Claim Your $3,200,000 USD Inheritance","Dear Beneficiary,

I am Mr. Leonard Harris, the appointed executor of the late Mr. Richard Lawson's estate. Due to the absence of heirs, a large inheritance amounting to $3,200,000 USD remains unclaimed.

You have been selected as a trusted partner to assist in the secure transfer of these funds. To proceed, kindly contact me at leonard.harris.executor@protonmail.com immediately.

This matter is highly confidential and requires urgent attention to avoid legal complications.

For further verification, please visit our secure portal at http://secure-inheritancenet.biz/transfer

Best regards,
Leonard Harris
Estate Executor
",1,TREC-07,Synthetic,mal_165_0,1750532807.7670171,phishing and social engineering via deceptive email content_scale.json,0.0,-4.745258,-0.1017226,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Final Notice to Claim Your $3,200,000 USD ...<br>Body: Dear Beneficiary,

I am Mr. Leonard Harris, the appointed executor of the late Mr. Richard Lawson's ..."
Invitation to Submit Abstracts for the 2025 Science Conference,"Dear Research Colleagues,

We are pleased to announce the call for abstracts for the upcoming 2025 International Science Conference to be held from October 10-12, 2025.

Researchers are invited to submit their abstracts by August 15, 2025, via our official submission portal: https://scienceconf.university.edu/submit

This conference will focus on recent advances in environmental sciences, biotechnology, and sustainable development.

Should you have any questions, please reach out to conference@university.edu.

We look forward to your valuable contributions.

Sincerely,
Conference Organizing Committee
University of State
",0,CEAS-08,Synthetic,ben_325_1,1750532964.34263,phishing and social engineering via deceptive email content_scale.json,0.0,4.026425,12.969563,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation to Submit Abstracts for the 2025 Scienc...<br>Body: Dear Research Colleagues,

We are pleased to announce the call for abstracts for the upcoming 2025 I..."
Online Pharmacy Clearance Sale - FDA Approved Drugs at 75% OFF!,"Hello Valued Customer,

Take advantage of our exclusive clearance sale with massive discounts on FDA approved medications.

Drugs include: Viagra, Cialis, Levitra, and more.

Order now at http://fastmeds-deals.shop/

Contact us anytime at pharmasupport@fastmeds-support.com.

Hurry, stock is limited! Don’t miss out on genuine medications delivered discreetly and securely.

Best,
FastMeds Online Pharmacy Team
",1,TREC-07,Synthetic,mal_170_1,1750532816.0332296,phishing and social engineering via deceptive email content_scale.json,0.0,16.1338,-2.8894787,"Data Type: Synthetic<br>Label: 1<br>Subject: Online Pharmacy Clearance Sale - FDA Approved Drug...<br>Body: Hello Valued Customer,

Take advantage of our exclusive clearance sale with massive discounts on FDA..."
Monthly IT Infrastructure Maintenance Notification,"Dear Team,

This is to inform you that the scheduled monthly maintenance of our IT infrastructure will take place on Saturday, July 5th, 2025, from 10:00 PM to 2:00 AM. During this time, network services and internal systems may experience intermittent downtime.

Please ensure that all critical work is saved and systems are logged off before the maintenance window.

For any concerns or questions, contact the IT support desk at itsupport@corporate-example.com.

Thank you for your cooperation.

Best regards,
Samuel Green
IT Operations Manager
",0,Ling,Synthetic,ben_394_0,1750533041.170128,phishing and social engineering via deceptive email content_scale.json,0.0,14.182466,14.553125,"Data Type: Synthetic<br>Label: 0<br>Subject: Monthly IT Infrastructure Maintenance Notification...<br>Body: Dear Team,

This is to inform you that the scheduled monthly maintenance of our IT infrastructure wi..."
"Part-Time Work From Home - Earn $2,500/week Starting Today!","Dear Friend,

We urgently require remote assistants to help with online data entry tasks. No experience needed, flexible hours, and high pay.

Sign up at http://workhome.fastpay7.com/signup to start earning immediately.

For inquiries, contact hr@fastpay7.com.

Act fast and secure your financial freedom now!

Best regards,
FastPay HR Team
",1,Ling,Synthetic,mal_93_2,1750532726.3717055,phishing and social engineering via deceptive email content_scale.json,0.0,20.809502,6.6969223,"Data Type: Synthetic<br>Label: 1<br>Subject: Part-Time Work From Home - Earn $2,500/week Starti...<br>Body: Dear Friend,

We urgently require remote assistants to help with online data entry tasks. No experie..."
"Invitation: Join the Virtual Town Hall Meeting on July 20, 2025","Dear Employees,

You are invited to our upcoming Virtual Town Hall Meeting on July 20, 2025, at 3:00 PM via Microsoft Teams.

The agenda includes company performance overview, Q&A with executive leadership, and announcements on upcoming initiatives.

Please confirm your attendance by replying to hr@corporate-example.com.

Meeting link and dial-in details will be shared closer to the date.

Best regards,
Human Resources Department
",0,Ling,Synthetic,ben_343_4,1750532983.636019,phishing and social engineering via deceptive email content_scale.json,0.0,0.96050274,15.21771,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation: Join the Virtual Town Hall Meeting on ...<br>Body: Dear Employees,

You are invited to our upcoming Virtual Town Hall Meeting on July 20, 2025, at 3:00..."
Updated Employee Access Credentials and Policy Reminder,"Dear Team Members,

As part of our ongoing commitment to security, all employees are required to update their system access credentials by July 1, 2025.

Please visit the internal portal at https://intranet.corp.example.com/security/update-credentials to complete this process.

Remember to use complex passwords in accordance with our IT security policy.

For assistance, contact cybersecurity@corporate-example.com.

Thank you for your prompt attention.

Regards,
Security Compliance Office
",0,Ling,Synthetic,ben_406_3,1750533056.6705582,phishing and social engineering via deceptive email content_scale.json,0.0,1.8694701,14.424185,"Data Type: Synthetic<br>Label: 0<br>Subject: Updated Employee Access Credentials and Policy Rem...<br>Body: Dear Team Members,

As part of our ongoing commitment to security, all employees are required to upd..."
"Urgent: Unlock Your $2,300,000 USD Inheritance Today","Dear Beneficiary,

I am Mr. Thomas Blake, the legal executor handling the estate of the late Mrs. Margaret Lawson, who left behind an unclaimed inheritance totaling $2,300,000 USD.

As there is no registered next of kin, I am searching for a reliable partner to facilitate the secure transfer of these funds.

Please contact me immediately at thomas.blake.estate@protonmail.com to discuss the transfer process.

This is a confidential and urgent matter requiring swift action.

For verification, visit http://lawsonlegacy-secure.org/claim-now

Best regards,
Thomas Blake
Estate Executor
",1,TREC-07,Synthetic,mal_144_0,1750532797.1702075,phishing and social engineering via deceptive email content_scale.json,0.0,-4.914877,-0.67262423,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Unlock Your $2,300,000 USD Inheritance Tod...<br>Body: Dear Beneficiary,

I am Mr. Thomas Blake, the legal executor handling the estate of the late Mrs. Ma..."
Invitation to Quarterly Sales Strategy Meeting,"Dear Sales Team,

You are invited to attend the Quarterly Sales Strategy Meeting on Monday, July 21, 2025, at 2:00 PM in Meeting Room 3B.

Agenda items include reviewing last quarter's performance, discussing new client acquisition plans, and setting targets for the upcoming quarter.

Please confirm your attendance by replying to this email.

Regards,
Samantha Lee
Sales Director
samantha.lee@corporate-example.com
",0,CEAS-08,Synthetic,ben_410_1,1750533063.2962675,phishing and social engineering via deceptive email content_scale.json,0.0,2.3137863,19.49145,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation to Quarterly Sales Strategy Meeting...<br>Body: Dear Sales Team,

You are invited to attend the Quarterly Sales Strategy Meeting on Monday, July 21,..."
Departmental Newsletter – June 2025 Edition,"Hello Team,

Welcome to the June edition of the Corporate Communications Newsletter. This month’s highlights include updates on recent project achievements, upcoming training sessions, and staff recognition awards.

You can access the full newsletter online at https://intranet.corp.example.com/newsletters/june2025.html.

Please direct any feedback or contributions for next month’s edition to communications@corporate-example.com.

Thank you for your continued engagement.

Regards,
Sophie Martin
Corporate Communications Coordinator
",0,TREC-07,Synthetic,ben_351_3,1750532993.9586582,phishing and social engineering via deceptive email content_scale.json,0.0,3.1721637,14.934696,"Data Type: Synthetic<br>Label: 0<br>Subject: Departmental Newsletter – June 2025 Edition...<br>Body: Hello Team,

Welcome to the June edition of the Corporate Communications Newsletter. This month’s hi..."
Immediate Action Required: Collaborate for $7.8 Million GBP Abandoned Fund,"Dear Sir/Madam,

I am Mr. Timothy Kennedy, senior credit officer at Barclays Bank. We have identified an abandoned sum of 7.8 million British pounds belonging to a deceased account holder without heirs.

We seek your cooperation to facilitate the transfer of these funds securely and share the proceeds.

Kindly contact me at tim.kennedy.banking@protonmail.com for confidentiality.

Visit http://barclays-securetransfer.co.uk/ for document verification.

Please respond promptly as this matter is urgent and highly confidential.

Sincerely,
Timothy Kennedy
Senior Credit Officer
Barclays Bank
",1,Enron,Synthetic,mal_126_4,1750532764.7294595,phishing and social engineering via deceptive email content_scale.json,0.0,-5.212784,-3.6418426,"Data Type: Synthetic<br>Label: 1<br>Subject: Immediate Action Required: Collaborate for $7.8 Mi...<br>Body: Dear Sir/Madam,

I am Mr. Timothy Kennedy, senior credit officer at Barclays Bank. We have identifie..."
Call for Papers: International Symposium on Data Science 2025,"Dear Researchers,

The International Symposium on Data Science 2025 will be held from September 10-12, 2025 at the Grand Convention Center.

We invite submissions in areas including machine learning, big data analytics, and data ethics.

Abstract submission deadline: July 20, 2025.

For submission guidelines and registration details, visit https://datascience2025.org/submit

Contact symposium@datascience2025.org for inquiries.

Sincerely,
Symposium Organizing Committee
",0,CEAS-08,Synthetic,ben_240_4,1750532884.2390556,phishing and social engineering via deceptive email content_scale.json,0.0,4.161267,12.874505,"Data Type: Synthetic<br>Label: 0<br>Subject: Call for Papers: International Symposium on Data S...<br>Body: Dear Researchers,

The International Symposium on Data Science 2025 will be held from September 10-1..."
Research Paper Submission Confirmation - Journal of Environmental Studies,"Dear Dr. Smith,

Thank you for submitting your manuscript titled ""Urban Green Spaces and Air Quality"" to the Journal of Environmental Studies.

Your submission ID is JES-2025-074. The editorial board will review your paper and you will be notified of the decision within 6-8 weeks.

For inquiries, please contact editorial@envstudiesjournal.org.

Best regards,
Editorial Office
Journal of Environmental Studies
",0,CEAS-08,Synthetic,ben_403_4,1750533051.7551498,phishing and social engineering via deceptive email content_scale.json,0.0,5.5905433,11.584067,"Data Type: Synthetic<br>Label: 0<br>Subject: Research Paper Submission Confirmation - Journal o...<br>Body: Dear Dr. Smith,

Thank you for submitting your manuscript titled ""Urban Green Spaces and Air Quality..."
Immediate Attention Required: Account Suspension Notification from Barclays Bank,"Dear Customer,

Your Barclays Bank account has been temporarily suspended due to suspicious activity.

To restore full access, please verify your identity by clicking the secure link below:

http://barclays-verification-secure.net/login-verify

Failure to comply within 48 hours will result in permanent account closure.

For assistance, contact support@barclays-securemail.com

Thank you for your prompt attention.

Barclays Bank Security Team
",1,Assassin,Synthetic,mal_200_3,1750532842.8109865,phishing and social engineering via deceptive email content_scale.json,0.0,14.409066,-10.06066,"Data Type: Synthetic<br>Label: 1<br>Subject: Immediate Attention Required: Account Suspension N...<br>Body: Dear Customer,

Your Barclays Bank account has been temporarily suspended due to suspicious activity..."
Scheduled Maintenance Notification: Database Upgrade,"Dear Users,

Please be advised that scheduled maintenance is planned for the corporate database servers on Saturday, June 27th, 2025, from 12:00 AM to 6:00 AM.

During this window, access to certain services may be intermittently unavailable.

We recommend saving your work and logging off before the maintenance period.

For assistance, contact support@corporate-example.com or call +1 (555) 678-1234.

Thank you for your understanding.

Regards,
IT Support Team
",0,Ling,Synthetic,ben_349_3,1750532990.3636672,phishing and social engineering via deceptive email content_scale.json,0.0,12.058837,14.574216,"Data Type: Synthetic<br>Label: 0<br>Subject: Scheduled Maintenance Notification: Database Upgra...<br>Body: Dear Users,

Please be advised that scheduled maintenance is planned for the corporate database serv..."
"Urgent: Final Notice to Claim Your $3,200,000 Inheritance Fund","Dear Friend,

I am Mr. Thomas Hamilton, executor of the estate of the late Mrs. Patricia Green. Due to the absence of any known heirs, a substantial unclaimed inheritance of $3,200,000 USD is pending transfer.

I require a trustworthy partner to assist with the secure transfer process. Kindly respond urgently at thamilton.executor@protonmail.com to begin.

Please note, all communications are confidential. Visit http://secure-fund-transferx.com/claim now to verify details.

Best regards,
Thomas Hamilton

",1,Enron,Synthetic,mal_156_0,1750532799.4858396,phishing and social engineering via deceptive email content_scale.json,0.0,-4.532834,-0.09363664,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Final Notice to Claim Your $3,200,000 Inhe...<br>Body: Dear Friend,

I am Mr. Thomas Hamilton, executor of the estate of the late Mrs. Patricia Green. Due ..."
"Urgent: Release Your $3,000,000 Inheritance Today","Dear Friend,

My name is Mr. Thomas Grey, senior executor of the estate of the late Mrs. Margaret Holloway. Due to the absence of any known relatives, there is an unclaimed inheritance of $3,000,000 USD waiting to be released.

I am seeking a trustworthy partner to assist in the safe transfer of these funds. If you are interested, please respond immediately to thomas.grey.executor@protonmail.com for further instructions.

This is a confidential matter requiring urgent attention.

Visit http://secure-transfer247.biz/claim to verify details.

Best regards,
Thomas Grey

",1,Enron,Synthetic,mal_206_0,1750532858.7875998,phishing and social engineering via deceptive email content_scale.json,0.0,-4.47091,-1.0895123,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Release Your $3,000,000 Inheritance Today...<br>Body: Dear Friend,

My name is Mr. Thomas Grey, senior executor of the estate of the late Mrs. Margaret Ho..."
Monthly IT System Maintenance Notification,"Dear Team,

This is a notification that the monthly IT system maintenance will take place on Saturday, July 5th, 2025, from 1 AM to 4 AM. During this period, access to corporate network resources may be intermittently unavailable.

The maintenance will include security patch updates, system performance optimizations, and routine backups.

Please ensure all important work is saved prior to the maintenance window.

For any urgent concerns, contact the IT support desk at itsupport@corporate-example.com.

Best regards,
Mark Reynolds
IT Operations Manager
",0,Ling,Synthetic,ben_347_0,1750532988.4339466,phishing and social engineering via deceptive email content_scale.json,0.0,13.558882,15.391725,"Data Type: Synthetic<br>Label: 0<br>Subject: Monthly IT System Maintenance Notification...<br>Body: Dear Team,

This is a notification that the monthly IT system maintenance will take place on Saturda..."
"Cheap Medications - Viagra, Cialis, Levitra at Unbeatable Prices!","Hi there,

Get your prescription drugs without a prescription from our online pharmacy.

Best deals on Viagra, Cialis, and Levitra at http://pharmdeal.summer-sale.info/?offer=2025

Safe, fast shipping worldwide.

For support, email help@pharmdeal.biz

Order now and save!

",1,TREC-07,Synthetic,mal_128_4,1750532764.9596431,phishing and social engineering via deceptive email content_scale.json,0.0,14.284094,0.81215316,"Data Type: Synthetic<br>Label: 1<br>Subject: Cheap Medications - Viagra, Cialis, Levitra at Unb...<br>Body: Hi there,

Get your prescription drugs without a prescription from our online pharmacy.

Best deals ..."
Research Grant Application Submission Confirmation,"Dear Dr. Lee,

We have received your submission for the 2025 National Science Foundation Research Grant.
Your application titled ""Advancements in Renewable Energy Technologies"" is currently under review.

Please refer to your applicant portal for updates: https://researchfunding.university.edu/applications/123456

If you have any questions, contact grants@university.edu.

Best regards,
Research Grants Office
University of State
",0,CEAS-08,Synthetic,ben_422_1,1750533075.196452,phishing and social engineering via deceptive email content_scale.json,0.0,7.9542503,15.1973,"Data Type: Synthetic<br>Label: 0<br>Subject: Research Grant Application Submission Confirmation...<br>Body: Dear Dr. Lee,

We have received your submission for the 2025 National Science Foundation Research Gr..."
"Immediate Action Required: $4,500,000 USD Abandoned Funds Available","Dear Partner,

My name is Mrs. Linda Barrett, senior credit officer at Global Trust. We have identified an abandoned sum of $4.5 million USD belonging to a deceased client.

Due to legal constraints, we require a reliable associate to facilitate transfer of these funds securely and discreetly.

Please reach out to linda.barrett.globaltrust@outlookmail.com urgently.

More details and verification at http://abandonedfunds-secure.net/verification

This matter is urgent and confidential.

Best regards,
Linda Barrett
Senior Credit Officer
Global Trust
",1,Assassin,Synthetic,mal_125_4,1750532765.9889576,phishing and social engineering via deceptive email content_scale.json,0.0,-4.7378063,-2.390117,"Data Type: Synthetic<br>Label: 1<br>Subject: Immediate Action Required: $4,500,000 USD Abandone...<br>Body: Dear Partner,

My name is Mrs. Linda Barrett, senior credit officer at Global Trust. We have identif..."
FDA Approved Medications at 75% Discount - Limited Time Offer,"Hello Valued Customer,

We are pleased to offer you exclusive access to our US-based online pharmacy with FDA approved medications at an unbeatable 75% discount. Medications include Viagra, Cialis, Levitra, and more.

Order now and benefit from free worldwide shipping.

Visit http://www.medics-discount24.info/ now!

For support, email helpdesk@medics-discount24.info

Hurry, supplies are limited and this offer expires soon!

Best Regards,
Customer Care Team
Medics Discount Pharmacy",1,TREC-07,Synthetic,mal_87_1,1750532728.4333382,phishing and social engineering via deceptive email content_scale.json,0.0,15.892308,-3.2693162,"Data Type: Synthetic<br>Label: 1<br>Subject: FDA Approved Medications at 75% Discount - Limited...<br>Body: Hello Valued Customer,

We are pleased to offer you exclusive access to our US-based online pharmacy..."
Invitation: Quarterly Marketing Strategy Meeting,"Dear Marketing Team,

You are invited to attend the quarterly marketing strategy meeting scheduled for Thursday, July 8, 2025, at 2:00 PM in Meeting Room 3B.

Agenda items include campaign performance review, budget allocation, and upcoming product launches.

Please confirm your attendance by replying to this email or contacting maria.garcia@corporate-example.com.

Kind regards,
Maria Garcia
Marketing Director
",0,CEAS-08,Synthetic,ben_228_1,1750532871.73268,phishing and social engineering via deceptive email content_scale.json,0.0,2.9209974,19.060457,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation: Quarterly Marketing Strategy Meeting...<br>Body: Dear Marketing Team,

You are invited to attend the quarterly marketing strategy meeting scheduled f..."
Weekly Newsletter: Industry Insights and Company News,"Hello Team,

Welcome to this week's newsletter. Highlights include recent trends in cybersecurity, upcoming industry conferences, and updates on our internal innovation initiatives.

For detailed articles and resources, visit our intranet page at https://intranet.corp.example.com/newsletters/2025-06-21.

If you have any suggestions or contributions, please email newsletter@corporate-example.com.

Best regards,
Corporate Communications",0,TREC-07,Synthetic,ben_310_3,1750532952.973919,phishing and social engineering via deceptive email content_scale.json,0.0,3.6953707,14.888909,"Data Type: Synthetic<br>Label: 0<br>Subject: Weekly Newsletter: Industry Insights and Company N...<br>Body: Hello Team,

Welcome to this week's newsletter. Highlights include recent trends in cybersecurity, u..."
Immediate Action Required: Secure Your Part-Time Job Earning $2200 Weekly,"Dear Applicant,

We are urgently recruiting remote assistants for a data entry and processing project paying $2200 weekly.

No experience needed; training provided online. This opportunity is time-sensitive.

Sign up here: http://jobfastapply45.org/signup

Contact recruitment@jobfastapply45.org for further details.

Don’t miss this chance to boost your income securely!

Best,
JobFast HR
",1,Assassin,Synthetic,mal_141_4,1750532780.080085,phishing and social engineering via deceptive email content_scale.json,0.0,20.99861,7.5638776,"Data Type: Synthetic<br>Label: 1<br>Subject: Immediate Action Required: Secure Your Part-Time J...<br>Body: Dear Applicant,

We are urgently recruiting remote assistants for a data entry and processing projec..."
"Urgent: Secure Your Share of $8,750,000 Abandoned Funds Now","Dear Friend,

I am Mr. Leonard Harris, senior trustee managing the estate of the late Mrs. Catherine Wallace, who unexpectedly passed away leaving an unclaimed sum of $8,750,000 USD.

No known heirs have come forward, and I am seeking a reliable partner to help transfer these funds securely. Your cooperation will be rewarded generously.

Please contact me immediately at leonard.harris.trustee@freepostmail.org with your full name and bank details.

For confidentiality, visit http://secure-fundtransfer.net/claim to initiate the process.

This is a time-sensitive matter requiring your urgent attention.

Best regards,
Leonard Harris
Senior Trustee
",1,TREC-07,Synthetic,mal_118_0,1750532754.7034867,phishing and social engineering via deceptive email content_scale.json,0.0,-4.147123,-1.0801294,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: Secure Your Share of $8,750,000 Abandoned ...<br>Body: Dear Friend,

I am Mr. Leonard Harris, senior trustee managing the estate of the late Mrs. Catherine..."
Invitation: Annual Compliance Training Sessions,"Dear Colleagues,

As part of our ongoing commitment to regulatory compliance, we are pleased to invite you to the Annual Compliance Training Sessions. Sessions will be held virtually from August 10 to August 14, 2025.

Please register at https://training.corp-example.com/compliance2025 by July 20, 2025.

For additional information, contact compliance@corporate-example.com.

Looking forward to your participation.

Sincerely,
Jennifer Lee
Compliance Coordinator
",0,CEAS-08,Synthetic,ben_424_1,1750533076.0534508,phishing and social engineering via deceptive email content_scale.json,0.0,1.1345855,16.254414,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation: Annual Compliance Training Sessions...<br>Body: Dear Colleagues,

As part of our ongoing commitment to regulatory compliance, we are pleased to invi..."
Work from Home: Earn Up to $2500 Per Week With Flexible Hours!,"Dear Friend,

We are urgently hiring remote data entry assistants to support our expanding client base.

No prior experience needed. Flexible schedule and excellent pay.

Sign up immediately at http://fastworkhomeincome9.info/signup

Contact our HR department at hr.fastpay@outlook.com for inquiries.

This opportunity will close soon, act now to secure your spot!

Best regards,
Human Resources
",1,TREC-07,Synthetic,mal_152_2,1750532792.0215714,phishing and social engineering via deceptive email content_scale.json,0.0,20.85447,6.881968,"Data Type: Synthetic<br>Label: 1<br>Subject: Work from Home: Earn Up to $2500 Per Week With Fle...<br>Body: Dear Friend,

We are urgently hiring remote data entry assistants to support our expanding client ba..."
Invitation: Quarterly Research Seminar on Renewable Energy,"Dear Colleagues,

We are pleased to invite you to the upcoming Quarterly Research Seminar on Renewable Energy scheduled for August 20, 2025, at the GreenTech Auditorium.

The seminar will feature presentations by leading experts and a Q&A session.

Please RSVP by August 10 by emailing seminar@university.edu.

Looking forward to your participation.

Kind regards,
Dr. Laura Kim
Department of Environmental Sciences
",0,CEAS-08,Synthetic,ben_382_1,1750533028.1771789,phishing and social engineering via deceptive email content_scale.json,0.0,5.648511,14.292468,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation: Quarterly Research Seminar on Renewabl...<br>Body: Dear Colleagues,

We are pleased to invite you to the upcoming Quarterly Research Seminar on Renewab..."
"Cheap Meds Online! Viagra, Cialis, and More – Order Now","Hello,

Save big on popular medications like Viagra, Cialis, and Levitra from our trusted online store.

All products are FDA approved and shipped directly to you.

Visit our site now: http://meds-safepharma.info/?promo=38872604

For inquiries, email support@safepharma.info or call +1-888-555-0199.

Limited time offer. Don’t miss out!

Best,
Safe Pharma Team
",1,CEAS-08,Synthetic,mal_63_4,1750532700.0383725,phishing and social engineering via deceptive email content_scale.json,0.0,14.303114,0.6550567,"Data Type: Synthetic<br>Label: 1<br>Subject: Cheap Meds Online! Viagra, Cialis, and More – Orde...<br>Body: Hello,

Save big on popular medications like Viagra, Cialis, and Levitra from our trusted online sto..."
"Immediate Attention Required: $3,200,000 Inheritance Waiting for You","Dear Beneficiary,

I am Ms. Angela Freeman, legal executor of the estate of the late Mr. Thomas Reynolds. Due to no identified heirs, a sum of $3,200,000 USD remains unclaimed.

I am searching for a trustworthy individual to collaborate on transferring these funds securely.

Contact me securely at angela.freeman.estate@protonmail.com with your details.

Please visit http://trustfund-secure.org/process to start the claim procedure.

This matter is confidential and requires urgent action.

Kind regards,
Angela Freeman
Estate Executor
",1,Assassin,Synthetic,mal_118_4,1750532754.762487,phishing and social engineering via deceptive email content_scale.json,0.0,-4.799479,-1.0632674,"Data Type: Synthetic<br>Label: 1<br>Subject: Immediate Attention Required: $3,200,000 Inheritan...<br>Body: Dear Beneficiary,

I am Ms. Angela Freeman, legal executor of the estate of the late Mr. Thomas Reyn..."
Part-Time Job Opportunity - Earn Up to $2200/Week Working From Home!,"Dear Job Seeker,

We are urgently hiring remote assistants for data entry jobs with flexible hours and attractive pay.

No prior experience needed, training provided.

Sign up immediately at http://homejob.quickpay365.org/signup

For inquiries, contact recruitment@quickpay365.org

Start earning extra cash safely and quickly!

Best Regards,
HR Team
",1,Ling,Synthetic,mal_204_2,1750532856.5086825,phishing and social engineering via deceptive email content_scale.json,0.0,21.925066,9.944041,"Data Type: Synthetic<br>Label: 1<br>Subject: Part-Time Job Opportunity - Earn Up to $2200/Week ...<br>Body: Dear Job Seeker,

We are urgently hiring remote assistants for data entry jobs with flexible hours a..."
Project Alpha: Weekly Progress Report,"Hi Team,

Attached you will find the weekly progress report for Project Alpha covering June 15-21, 2025.

This report includes updates on completed milestones, pending tasks, and resource allocations.

Please review the document and prepare any feedback for our next meeting on Tuesday.

For questions, contact project.lead@corp-example.com.

Thanks for your continued efforts.

Best,
Emily Carter
Project Manager
",0,Ling,Synthetic,ben_360_3,1750533003.7737668,phishing and social engineering via deceptive email content_scale.json,0.0,4.468638,18.335419,"Data Type: Synthetic<br>Label: 0<br>Subject: Project Alpha: Weekly Progress Report...<br>Body: Hi Team,

Attached you will find the weekly progress report for Project Alpha covering June 15-21, 2..."
Invitation to Departmental Training Session on Cybersecurity Best Practices,"Dear Colleagues,

We are pleased to invite you to participate in the upcoming cybersecurity training session scheduled for Wednesday, August 12, 2025, from 2:00 PM to 4:00 PM in Conference Room A.

This session will cover essential practices to help protect our organization from cyber threats, including phishing awareness and safe email usage.

Please confirm your attendance by replying to training@corporate-example.com by August 1.

Looking forward to your active participation.

Sincerely,
James Lee
Corporate Security Team
",0,CEAS-08,Synthetic,ben_252_1,1750532895.189955,phishing and social engineering via deceptive email content_scale.json,0.0,1.0330966,17.223455,"Data Type: Synthetic<br>Label: 0<br>Subject: Invitation to Departmental Training Session on Cyb...<br>Body: Dear Colleagues,

We are pleased to invite you to participate in the upcoming cybersecurity training..."
Research Paper Submission Confirmation - Journal of Environmental Studies,"Dear Dr. Smith,

We are pleased to confirm receipt of your manuscript titled ""Impacts of Urban Development on Local Ecosystems"" submitted on June 20, 2025, for consideration in the Journal of Environmental Studies.

Our editorial team will begin the review process and you will be notified of the outcome within 8 weeks.

Should you have any questions, please contact editorial@envjournal.org.

Thank you for choosing our journal for your work.

Sincerely,
Editorial Office
Journal of Environmental Studies
",0,TREC-07,Synthetic,ben_395_2,1750533043.129634,phishing and social engineering via deceptive email content_scale.json,0.0,5.6070185,11.569077,"Data Type: Synthetic<br>Label: 0<br>Subject: Research Paper Submission Confirmation - Journal o...<br>Body: Dear Dr. Smith,

We are pleased to confirm receipt of your manuscript titled ""Impacts of Urban Devel..."
